application,law,repetition,period,operation,full_support,E_failure_excluded,E_lower_count,E_lower_exact,E_point_attempts,E_point_fraction,E_success_excluded,E_upper_count,E_upper_exact,E_width,R_failure_excluded,R_lower_count,R_lower_exact,R_minus_E_lower_count,R_minus_E_lower_exact,R_minus_E_point_attempts,R_minus_E_point_fraction,R_minus_E_upper_count,R_minus_E_upper_exact,R_minus_E_width,R_point_attempts,R_point_fraction,R_success_excluded,R_upper_count,R_upper_exact,R_width,attempts,equivalent_for_all_states,hidden_native_coordinates,information,known_native_coordinates,mechanism,missing_fraction,revealed_native_coordinates,same_R_routes_qualified,same_marginal_bounds_but_possible_difference,R_and_K_difference_not_determined,R_fixed_true_K_unknown,event_difference_undecided
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,none,17926,uniform_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,selection_and_admission,17926,uniform_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,entry_result,17926,uniform_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,required_completions,17926,uniform_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,all_native,17926,uniform_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,234,39/200,295,0.24583333333333332,0,1139,1139/1200,0.7541666666666667,0,330,11/40,0,0,887,0.7391666666666666,313,313/1200,0.2608333333333333,391,0.3258333333333333,0,1139,1139/1200,0.6741666666666667,1200,887,1792,none,17926,uniform_coordinates,0.1,0,True,217,217,96,313
deathstarbench_social_network,N,0,test,compose_post,True,0,330,11/40,391,0.3258333333333333,0,1139,1139/1200,0.6741666666666667,0,330,11/40,0,0,1200,1.0,0,0,0.0,391,0.3258333333333333,0,1139,1139/1200,0.6741666666666667,1200,1200,1792,selection_and_admission,17926,uniform_coordinates,0.1,366,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,260,13/60,321,0.2675,0,1139,1139/1200,0.7325,0,367,367/1200,0,0,887,0.7391666666666666,313,313/1200,0.2608333333333333,428,0.3566666666666667,0,1139,1139/1200,0.6433333333333333,1200,887,1792,entry_result,17926,uniform_coordinates,0.1,110,True,206,206,107,313
deathstarbench_social_network,N,0,test,compose_post,True,0,747,249/400,808,0.6733333333333333,0,1139,1139/1200,0.32666666666666666,0,1034,517/600,0,0,887,0.7391666666666666,313,313/1200,0.2608333333333333,1095,0.9125,0,1139,1139/1200,0.0875,1200,887,1792,required_completions,17926,uniform_coordinates,0.1,1316,True,26,26,287,313
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,1792,all_native,17926,uniform_coordinates,0.1,1792,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,8,1/150,69,0.0575,0,1139,1139/1200,0.9425,0,37,37/1200,0,0,539,0.44916666666666666,661,661/1200,0.5508333333333333,98,0.08166666666666667,0,1139,1139/1200,0.9183333333333333,1200,539,4481,none,17926,uniform_coordinates,0.25,0,True,632,632,29,661
deathstarbench_social_network,N,0,test,compose_post,True,0,37,37/1200,98,0.08166666666666667,0,1139,1139/1200,0.9183333333333333,0,37,37/1200,0,0,1200,1.0,0,0,0.0,98,0.08166666666666667,0,1139,1139/1200,0.9183333333333333,1200,1200,4481,selection_and_admission,17926,uniform_coordinates,0.25,899,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,15,1/80,76,0.06333333333333334,0,1139,1139/1200,0.9366666666666666,0,51,17/400,0,0,539,0.44916666666666666,661,661/1200,0.5508333333333333,112,0.09333333333333334,0,1139,1139/1200,0.9066666666666666,1200,539,4481,entry_result,17926,uniform_coordinates,0.25,299,True,625,625,36,661
deathstarbench_social_network,N,0,test,compose_post,True,0,349,349/1200,410,0.3416666666666667,0,1139,1139/1200,0.6583333333333333,0,855,57/80,0,0,539,0.44916666666666666,661,661/1200,0.5508333333333333,916,0.7633333333333333,0,1139,1139/1200,0.23666666666666666,1200,539,4481,required_completions,17926,uniform_coordinates,0.25,3283,True,155,155,506,661
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,4481,all_native,17926,uniform_coordinates,0.25,4481,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,196,0.16333333333333333,1004,251/300,0.8366666666666667,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,196,8963,none,17926,uniform_coordinates,0.5,0,True,1004,1004,,1004
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,1200,1.0,0,0,0.0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,1200,8963,selection_and_admission,17926,uniform_coordinates,0.5,1775,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,196,0.16333333333333333,1004,251/300,0.8366666666666667,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,196,8963,entry_result,17926,uniform_coordinates,0.5,600,True,1004,1004,,1004
deathstarbench_social_network,N,0,test,compose_post,True,0,64,4/75,125,0.10416666666666667,0,1139,1139/1200,0.8958333333333334,0,574,287/600,0,0,196,0.16333333333333333,1004,251/300,0.8366666666666667,635,0.5291666666666667,0,1139,1139/1200,0.4708333333333333,1200,196,8963,required_completions,17926,uniform_coordinates,0.5,6588,True,494,494,510,1004
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,8963,all_native,17926,uniform_coordinates,0.5,8963,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,82,0.06833333333333333,1118,559/600,0.9316666666666666,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,82,13444,none,17926,uniform_coordinates,0.75,0,True,1118,1118,,1118
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,1200,1.0,0,0,0.0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,1200,13444,selection_and_admission,17926,uniform_coordinates,0.75,2674,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,82,0.06833333333333333,1118,559/600,0.9316666666666666,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,82,13444,entry_result,17926,uniform_coordinates,0.75,905,True,1118,1118,,1118
deathstarbench_social_network,N,0,test,compose_post,True,0,4,1/300,65,0.05416666666666667,0,1139,1139/1200,0.9458333333333333,0,284,71/300,0,0,82,0.06833333333333333,1118,559/600,0.9316666666666666,345,0.2875,0,1139,1139/1200,0.7125,1200,82,13444,required_completions,17926,uniform_coordinates,0.75,9865,True,838,838,280,1118
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,13444,all_native,17926,uniform_coordinates,0.75,13444,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,60,0.05,1140,19/20,0.95,60,0.05,0,1140,19/20,0.95,1200,60,17926,none,17926,uniform_coordinates,1,0,True,1140,1140,,1140
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,1199,0.9991666666666666,1,1/1200,0.0008333333333333334,60,0.05,0,1140,19/20,0.95,1200,1199,17926,selection_and_admission,17926,uniform_coordinates,1,3537,True,1,1,,1
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,61,0.050833333333333335,1139,1139/1200,0.9491666666666667,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,61,17926,entry_result,17926,uniform_coordinates,1,1200,True,1139,1139,,1139
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,60,0.05,1140,19/20,0.95,60,0.05,0,1140,19/20,0.95,1200,60,17926,required_completions,17926,uniform_coordinates,1,13189,True,1140,1140,,1140
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,17926,all_native,17926,uniform_coordinates,1,17926,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,none,17926,native_failure_associated_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,selection_and_admission,17926,native_failure_associated_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,entry_result,17926,native_failure_associated_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,required_completions,17926,native_failure_associated_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,all_native,17926,native_failure_associated_coordinates,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,234,39/200,295,0.24583333333333332,0,1139,1139/1200,0.7541666666666667,0,330,11/40,0,0,887,0.7391666666666666,313,313/1200,0.2608333333333333,391,0.3258333333333333,0,1139,1139/1200,0.6741666666666667,1200,887,1792,none,17926,native_failure_associated_coordinates,0.1,0,True,217,217,96,313
deathstarbench_social_network,N,0,test,compose_post,True,0,330,11/40,391,0.3258333333333333,0,1139,1139/1200,0.6741666666666667,0,330,11/40,0,0,1200,1.0,0,0,0.0,391,0.3258333333333333,0,1139,1139/1200,0.6741666666666667,1200,1200,1792,selection_and_admission,17926,native_failure_associated_coordinates,0.1,366,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,260,13/60,321,0.2675,0,1139,1139/1200,0.7325,0,367,367/1200,0,0,887,0.7391666666666666,313,313/1200,0.2608333333333333,428,0.3566666666666667,0,1139,1139/1200,0.6433333333333333,1200,887,1792,entry_result,17926,native_failure_associated_coordinates,0.1,110,True,206,206,107,313
deathstarbench_social_network,N,0,test,compose_post,True,0,747,249/400,808,0.6733333333333333,0,1139,1139/1200,0.32666666666666666,0,1034,517/600,0,0,887,0.7391666666666666,313,313/1200,0.2608333333333333,1095,0.9125,0,1139,1139/1200,0.0875,1200,887,1792,required_completions,17926,native_failure_associated_coordinates,0.1,1316,True,26,26,287,313
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,1792,all_native,17926,native_failure_associated_coordinates,0.1,1792,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,8,1/150,68,0.056666666666666664,0,1140,19/20,0.9433333333333334,0,37,37/1200,0,0,538,0.4483333333333333,662,331/600,0.5516666666666666,97,0.08083333333333333,0,1140,19/20,0.9191666666666667,1200,538,4481,none,17926,native_failure_associated_coordinates,0.25,0,True,633,633,29,662
deathstarbench_social_network,N,0,test,compose_post,True,0,37,37/1200,97,0.08083333333333333,0,1140,19/20,0.9191666666666667,0,37,37/1200,0,0,1199,0.9991666666666666,1,1/1200,0.0008333333333333334,97,0.08083333333333333,0,1140,19/20,0.9191666666666667,1200,1199,4481,selection_and_admission,17926,native_failure_associated_coordinates,0.25,899,True,1,1,,1
deathstarbench_social_network,N,0,test,compose_post,True,0,15,1/80,76,0.06333333333333334,0,1139,1139/1200,0.9366666666666666,0,51,17/400,0,0,539,0.44916666666666666,661,661/1200,0.5508333333333333,112,0.09333333333333334,0,1139,1139/1200,0.9066666666666666,1200,539,4481,entry_result,17926,native_failure_associated_coordinates,0.25,300,True,625,625,36,661
deathstarbench_social_network,N,0,test,compose_post,True,0,349,349/1200,409,0.3408333333333333,0,1140,19/20,0.6591666666666667,0,855,57/80,0,0,538,0.4483333333333333,662,331/600,0.5516666666666666,915,0.7625,0,1140,19/20,0.2375,1200,538,4481,required_completions,17926,native_failure_associated_coordinates,0.25,3282,True,156,156,506,662
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,4481,all_native,17926,native_failure_associated_coordinates,0.25,4481,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,195,0.1625,1005,67/80,0.8375,60,0.05,0,1140,19/20,0.95,1200,195,8963,none,17926,native_failure_associated_coordinates,0.5,0,True,1005,1005,,1005
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,1199,0.9991666666666666,1,1/1200,0.0008333333333333334,60,0.05,0,1140,19/20,0.95,1200,1199,8963,selection_and_admission,17926,native_failure_associated_coordinates,0.5,1775,True,1,1,,1
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,196,0.16333333333333333,1004,251/300,0.8366666666666667,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,196,8963,entry_result,17926,native_failure_associated_coordinates,0.5,601,True,1004,1004,,1004
deathstarbench_social_network,N,0,test,compose_post,True,0,64,4/75,124,0.10333333333333333,0,1140,19/20,0.8966666666666666,0,574,287/600,0,0,195,0.1625,1005,67/80,0.8375,634,0.5283333333333333,0,1140,19/20,0.4716666666666667,1200,195,8963,required_completions,17926,native_failure_associated_coordinates,0.5,6587,True,495,495,510,1005
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,8963,all_native,17926,native_failure_associated_coordinates,0.5,8963,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,81,0.0675,1119,373/400,0.9325,60,0.05,0,1140,19/20,0.95,1200,81,13444,none,17926,native_failure_associated_coordinates,0.75,0,True,1119,1119,,1119
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,1199,0.9991666666666666,1,1/1200,0.0008333333333333334,60,0.05,0,1140,19/20,0.95,1200,1199,13444,selection_and_admission,17926,native_failure_associated_coordinates,0.75,2674,True,1,1,,1
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,82,0.06833333333333333,1118,559/600,0.9316666666666666,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,82,13444,entry_result,17926,native_failure_associated_coordinates,0.75,906,True,1118,1118,,1118
deathstarbench_social_network,N,0,test,compose_post,True,0,4,1/300,64,0.05333333333333334,0,1140,19/20,0.9466666666666667,0,284,71/300,0,0,81,0.0675,1119,373/400,0.9325,344,0.2866666666666667,0,1140,19/20,0.7133333333333334,1200,81,13444,required_completions,17926,native_failure_associated_coordinates,0.75,9864,True,839,839,280,1119
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,13444,all_native,17926,native_failure_associated_coordinates,0.75,13444,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,60,0.05,1140,19/20,0.95,60,0.05,0,1140,19/20,0.95,1200,60,17926,none,17926,native_failure_associated_coordinates,1,0,True,1140,1140,,1140
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,1199,0.9991666666666666,1,1/1200,0.0008333333333333334,60,0.05,0,1140,19/20,0.95,1200,1199,17926,selection_and_admission,17926,native_failure_associated_coordinates,1,3537,True,1,1,,1
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,0,0,0,0,0,61,0.050833333333333335,1139,1139/1200,0.9491666666666667,61,0.050833333333333335,0,1139,1139/1200,0.9491666666666667,1200,61,17926,entry_result,17926,native_failure_associated_coordinates,1,1200,True,1139,1139,,1139
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,60,0.05,1140,19/20,0.95,60,0.05,0,1140,19/20,0.95,1200,60,17926,required_completions,17926,native_failure_associated_coordinates,1,13189,True,1140,1140,,1140
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,17926,all_native,17926,native_failure_associated_coordinates,1,17926,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,none,17926,whole_native_attempt,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,selection_and_admission,17926,whole_native_attempt,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,entry_result,17926,whole_native_attempt,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,required_completions,17926,whole_native_attempt,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,0,all_native,17926,whole_native_attempt,0,0,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1023,341/400,1084,0.9033333333333333,0,1139,1139/1200,0.09666666666666666,0,1023,341/400,0,0,1084,0.9033333333333333,116,29/300,0.09666666666666666,1084,0.9033333333333333,0,1139,1139/1200,0.09666666666666666,1200,1084,1792,none,17926,whole_native_attempt,0.1,0,True,116,116,,116
deathstarbench_social_network,N,0,test,compose_post,True,0,1023,341/400,1084,0.9033333333333333,0,1139,1139/1200,0.09666666666666666,0,1023,341/400,0,0,1200,1.0,0,0,0.0,1084,0.9033333333333333,0,1139,1139/1200,0.09666666666666666,1200,1200,1792,selection_and_admission,17926,whole_native_attempt,0.1,355,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,1023,341/400,1084,0.9033333333333333,0,1139,1139/1200,0.09666666666666666,0,1023,341/400,0,0,1084,0.9033333333333333,116,29/300,0.09666666666666666,1084,0.9033333333333333,0,1139,1139/1200,0.09666666666666666,1200,1084,1792,entry_result,17926,whole_native_attempt,0.1,120,True,116,116,,116
deathstarbench_social_network,N,0,test,compose_post,True,0,1023,341/400,1084,0.9033333333333333,0,1139,1139/1200,0.09666666666666666,0,1023,341/400,0,0,1084,0.9033333333333333,116,29/300,0.09666666666666666,1084,0.9033333333333333,0,1139,1139/1200,0.09666666666666666,1200,1084,1792,required_completions,17926,whole_native_attempt,0.1,1317,True,116,116,,116
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,1792,all_native,17926,whole_native_attempt,0.1,1792,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,851,851/1200,912,0.76,0,1139,1139/1200,0.24,0,851,851/1200,0,0,912,0.76,288,6/25,0.24,912,0.76,0,1139,1139/1200,0.24,1200,912,4481,none,17926,whole_native_attempt,0.25,0,True,288,288,,288
deathstarbench_social_network,N,0,test,compose_post,True,0,851,851/1200,912,0.76,0,1139,1139/1200,0.24,0,851,851/1200,0,0,1200,1.0,0,0,0.0,912,0.76,0,1139,1139/1200,0.24,1200,1200,4481,selection_and_admission,17926,whole_native_attempt,0.25,887,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,851,851/1200,912,0.76,0,1139,1139/1200,0.24,0,851,851/1200,0,0,912,0.76,288,6/25,0.24,912,0.76,0,1139,1139/1200,0.24,1200,912,4481,entry_result,17926,whole_native_attempt,0.25,299,True,288,288,,288
deathstarbench_social_network,N,0,test,compose_post,True,0,851,851/1200,912,0.76,0,1139,1139/1200,0.24,0,852,71/100,0,0,912,0.76,288,6/25,0.24,913,0.7608333333333334,0,1139,1139/1200,0.23916666666666667,1200,912,4481,required_completions,17926,whole_native_attempt,0.25,3295,True,287,287,1,288
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,4481,all_native,17926,whole_native_attempt,0.25,4481,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,573,191/400,634,0.5283333333333333,0,1139,1139/1200,0.4716666666666667,0,573,191/400,0,0,634,0.5283333333333333,566,283/600,0.4716666666666667,634,0.5283333333333333,0,1139,1139/1200,0.4716666666666667,1200,634,8963,none,17926,whole_native_attempt,0.5,0,True,566,566,,566
deathstarbench_social_network,N,0,test,compose_post,True,0,573,191/400,634,0.5283333333333333,0,1139,1139/1200,0.4716666666666667,0,573,191/400,0,0,1200,1.0,0,0,0.0,634,0.5283333333333333,0,1139,1139/1200,0.4716666666666667,1200,1200,8963,selection_and_admission,17926,whole_native_attempt,0.5,1766,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,573,191/400,634,0.5283333333333333,0,1139,1139/1200,0.4716666666666667,0,573,191/400,0,0,634,0.5283333333333333,566,283/600,0.4716666666666667,634,0.5283333333333333,0,1139,1139/1200,0.4716666666666667,1200,634,8963,entry_result,17926,whole_native_attempt,0.5,600,True,566,566,,566
deathstarbench_social_network,N,0,test,compose_post,True,0,573,191/400,634,0.5283333333333333,0,1139,1139/1200,0.4716666666666667,0,573,191/400,0,0,634,0.5283333333333333,566,283/600,0.4716666666666667,634,0.5283333333333333,0,1139,1139/1200,0.4716666666666667,1200,634,8963,required_completions,17926,whole_native_attempt,0.5,6597,True,566,566,,566
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,8963,all_native,17926,whole_native_attempt,0.5,8963,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,289,289/1200,349,0.29083333333333333,0,1140,19/20,0.7091666666666666,0,289,289/1200,0,0,349,0.29083333333333333,851,851/1200,0.7091666666666666,349,0.29083333333333333,0,1140,19/20,0.7091666666666666,1200,349,13444,none,17926,whole_native_attempt,0.75,0,True,851,851,,851
deathstarbench_social_network,N,0,test,compose_post,True,0,289,289/1200,349,0.29083333333333333,0,1140,19/20,0.7091666666666666,0,289,289/1200,0,0,1199,0.9991666666666666,1,1/1200,0.0008333333333333334,349,0.29083333333333333,0,1140,19/20,0.7091666666666666,1200,1199,13444,selection_and_admission,17926,whole_native_attempt,0.75,2650,True,1,1,,1
deathstarbench_social_network,N,0,test,compose_post,True,0,289,289/1200,350,0.2916666666666667,0,1139,1139/1200,0.7083333333333334,0,289,289/1200,0,0,350,0.2916666666666667,850,17/24,0.7083333333333334,350,0.2916666666666667,0,1139,1139/1200,0.7083333333333334,1200,350,13444,entry_result,17926,whole_native_attempt,0.75,901,True,850,850,,850
deathstarbench_social_network,N,0,test,compose_post,True,0,289,289/1200,349,0.29083333333333333,0,1140,19/20,0.7091666666666666,0,289,289/1200,0,0,349,0.29083333333333333,851,851/1200,0.7091666666666666,349,0.29083333333333333,0,1140,19/20,0.7091666666666666,1200,349,13444,required_completions,17926,whole_native_attempt,0.75,9893,True,851,851,,851
deathstarbench_social_network,N,0,test,compose_post,True,0,1139,1139/1200,1200,1.0,0,1139,1139/1200,0.0,0,1139,1139/1200,0,0,1200,1.0,0,0,0.0,1200,1.0,0,1139,1139/1200,0.0,1200,1200,13444,all_native,17926,whole_native_attempt,0.75,13444,True,0,,,
deathstarbench_social_network,N,0,test,compose_post,True,0,0,0,60,0.05,0,1140,19/20,0.95,0,0,0,0,0,60,0.05,1140,19/20,0.95,60,0.05,0,1140,19/20,0.95,1200,60,17926,none,17926,whole_native_attempt,1,0,True,1140,1140,,1140
