profile,placement,failure_law,repetition,operation_requests,stable_aligned_requests,unaligned_requests,transition_guarded_requests,left_censored_one_path_requests,both_paths_up_requests,one_path_up_requests,neither_path_up_requests,one_path_up_episodes,early_one_path_requests,early_one_path_successes,early_one_path_success_rate,late_one_path_requests,late_one_path_successes,late_one_path_success_rate,late_minus_early_success_rate,maximum_age_interval_width,baseline_requests,baseline_successes,q,interval_prediction_span,adequacy_passed
opentelemetry_demo,colocated,N,0,1200,1013,0,187,0,786,219,8,33,117,8,0.06837606837606838,102,50,0.49019607843137253,0.4218200100553041,1.004485845565796,80,80,0.9938271604938271,2.0198797864301454e-06,True
opentelemetry_demo,colocated,N,1,1200,1014,0,186,0,806,192,16,33,100,12,0.12,92,43,0.4673913043478261,0.3473913043478261,1.0020678043365479,80,80,0.9938271604938271,2.935563092609783e-07,True
opentelemetry_demo,colocated,N,2,1200,1000,0,200,0,752,247,1,38,127,1,0.007874015748031496,120,60,0.5,0.4921259842519685,1.0006179809570312,80,80,0.9938271604938271,0.0008225593240470674,True
opentelemetry_demo,colocated,N,3,1200,998,0,202,0,743,243,12,37,125,9,0.072,118,51,0.4322033898305085,0.3602033898305085,1.0006129741668701,80,80,0.9938271604938271,8.20925291078467e-08,True
opentelemetry_demo,colocated,N,4,1200,1000,0,200,0,780,213,7,35,132,14,0.10606060606060606,81,43,0.5308641975308642,0.42480359147025815,1.0007219314575195,80,80,0.9938271604938271,4.542449336675247e-07,True
opentelemetry_demo,colocated,N,5,1200,1018,0,182,0,817,181,20,31,107,11,0.102803738317757,74,43,0.581081081081081,0.478277342763324,1.0008199214935303,80,80,0.9938271604938271,1.0914929329253198e-06,True
opentelemetry_demo,colocated,N,6,1200,964,0,236,0,667,291,6,45,158,20,0.12658227848101267,133,55,0.41353383458646614,0.2869515561054535,1.0014989376068115,80,80,0.9938271604938271,1.8898681622969704e-06,True
opentelemetry_demo,colocated,N,7,1200,1026,0,174,0,799,219,8,36,132,8,0.06060606060606061,87,51,0.5862068965517241,0.5256008359456634,1.001410961151123,80,80,0.9938271604938271,0.0005402553242541686,True
opentelemetry_demo,colocated,N,8,1200,980,0,220,0,738,212,30,32,112,7,0.0625,100,43,0.43,0.3675,1.0008530616760254,80,80,0.9938271604938271,1.3311010439442938e-06,True
opentelemetry_demo,colocated,N,9,1200,1019,0,181,0,792,220,7,37,120,6,0.05,100,57,0.57,0.5199999999999999,1.0009658336639404,80,80,0.9938271604938271,0.000637017096165815,True
opentelemetry_demo,colocated,N,10,1200,975,0,225,0,748,214,13,36,125,11,0.088,89,46,0.5168539325842697,0.42885393258426974,1.0014140605926514,80,80,0.9938271604938271,2.2537559006829966e-06,True
opentelemetry_demo,colocated,N,11,1200,1022,0,178,0,806,201,15,32,111,9,0.08108108108108109,90,50,0.5555555555555556,0.4744744744744745,1.001600980758667,80,80,0.9938271604938271,1.8296065144030038e-06,True
opentelemetry_demo,colocated,N,12,1200,972,0,228,0,713,243,16,38,96,2,0.020833333333333332,147,59,0.4013605442176871,0.38052721088435376,1.0002920627593994,80,80,0.9938271604938271,0.0006835528611142117,True
opentelemetry_demo,colocated,N,13,1200,969,0,231,0,698,255,16,44,150,7,0.04666666666666667,105,56,0.5333333333333333,0.48666666666666664,1.000396966934204,80,80,0.9938271604938271,5.884064452343907e-06,True
opentelemetry_demo,colocated,N,14,1200,944,0,256,0,698,208,38,35,110,10,0.09090909090909091,98,53,0.5408163265306123,0.44990723562152135,1.0017669200897217,80,80,0.9938271604938271,9.5619424400617e-07,True
opentelemetry_demo,colocated,N,15,1200,997,0,203,0,745,247,5,38,124,5,0.04032258064516129,123,62,0.5040650406504065,0.46374246000524516,1.0013949871063232,80,80,0.9938271604938271,0.0010855551901479688,True
opentelemetry_demo,colocated,N,16,1200,987,0,213,0,717,256,14,40,147,6,0.04081632653061224,109,46,0.42201834862385323,0.381202022093241,1.0051250457763672,80,80,0.9938271604938271,0.0006508579418669225,True
opentelemetry_demo,colocated,N,17,1200,991,0,209,0,733,252,6,41,146,6,0.0410958904109589,106,60,0.5660377358490566,0.5249418454380976,1.0028388500213623,80,80,0.9938271604938271,0.0003434461464600913,True
opentelemetry_demo,colocated,N,18,1200,979,0,221,0,729,237,13,41,124,14,0.11290322580645161,113,54,0.4778761061946903,0.36497288038823866,1.0077099800109863,80,80,0.9938271604938271,1.3209684681658729e-06,True
opentelemetry_demo,colocated,N,19,1200,1006,0,194,0,789,193,24,32,107,9,0.08411214953271028,86,47,0.5465116279069767,0.4623994783742664,1.000472068786621,80,80,0.9938271604938271,0.0005608876958995701,True
opentelemetry_demo,colocated,N,20,1200,929,0,271,0,676,240,13,43,122,10,0.08196721311475409,118,59,0.5,0.4180327868852459,1.0003869533538818,80,80,0.9938271604938271,2.580959658993187e-06,True
opentelemetry_demo,colocated,N,21,1200,966,0,234,0,691,252,23,41,139,9,0.06474820143884892,113,64,0.5663716814159292,0.5016234799770802,1.001723051071167,80,80,0.9938271604938271,7.986958618366735e-06,True
opentelemetry_demo,colocated,N,22,1200,986,0,214,0,730,251,5,39,133,9,0.06766917293233082,118,51,0.4322033898305085,0.36453421689817767,1.0008180141448975,80,80,0.9938271604938271,1.1899280781824118e-06,True
opentelemetry_demo,colocated,N,23,1200,1028,0,172,0,810,191,27,29,96,11,0.11458333333333333,95,39,0.4105263157894737,0.29594298245614037,1.0009691715240479,80,80,0.9938271604938271,9.483256598885603e-07,True
opentelemetry_demo,colocated,N,24,1200,990,0,210,0,754,222,14,35,116,8,0.06896551724137931,106,54,0.5094339622641509,0.4404684450227716,1.0016429424285889,80,80,0.9938271604938271,0.0002512951670997632,True
opentelemetry_demo,colocated,N,25,1200,1000,0,200,0,804,181,15,33,106,13,0.12264150943396226,75,37,0.49333333333333335,0.37069182389937105,1.0004680156707764,80,80,0.9938271604938271,2.055362016362139e-06,True
opentelemetry_demo,colocated,N,26,1200,992,0,208,0,742,232,18,41,132,8,0.06060606060606061,100,52,0.52,0.4593939393939394,1.0036299228668213,80,80,0.9938271604938271,4.25536862525e-07,True
opentelemetry_demo,colocated,N,27,1200,1005,0,195,0,806,190,9,35,115,10,0.08695652173913043,75,32,0.4266666666666667,0.33971014492753626,1.0072989463806152,80,80,0.9938271604938271,8.025204767392324e-07,True
opentelemetry_demo,colocated,N,28,1200,980,0,220,0,736,223,21,38,118,6,0.05084745762711865,105,49,0.4666666666666667,0.41581920903954805,1.0013940334320068,80,80,0.9938271604938271,0.0009275693756448655,True
opentelemetry_demo,colocated,N,29,1200,998,0,202,0,752,234,12,36,125,8,0.064,109,42,0.3853211009174312,0.3213211009174312,1.0023939609527588,80,80,0.9938271604938271,1.8476765435426756e-06,True
opentelemetry_demo,colocated,ND,0,1200,962,0,238,0,680,174,108,28,95,3,0.031578947368421054,79,43,0.5443037974683544,0.5127248500999334,1.0001170635223389,80,80,0.9938271604938271,0.00019737552584009332,True
opentelemetry_demo,colocated,ND,1,1200,959,0,241,0,620,233,106,35,125,6,0.048,108,41,0.37962962962962965,0.33162962962962966,1.012840986251831,80,80,0.9938271604938271,0.0005438125241454816,True
opentelemetry_demo,colocated,ND,2,1200,931,0,269,0,569,243,119,39,134,8,0.05970149253731343,109,52,0.47706422018348627,0.4173627276461728,1.0037729740142822,80,80,0.9938271604938271,1.3482584295676503e-06,True
opentelemetry_demo,colocated,ND,3,1200,967,0,233,0,709,188,70,30,97,11,0.1134020618556701,91,40,0.43956043956043955,0.32615837770476946,1.0003440380096436,80,80,0.9938271604938271,1.2122996945196363e-06,True
opentelemetry_demo,colocated,ND,4,1200,926,0,274,0,574,226,126,37,131,11,0.08396946564885496,95,41,0.43157894736842106,0.34760948171956607,1.0016069412231445,80,80,0.9938271604938271,1.3201394640782738e-06,True
opentelemetry_demo,colocated,ND,5,1200,960,0,240,0,678,198,84,33,112,7,0.0625,86,42,0.4883720930232558,0.4258720930232558,1.0006139278411865,80,80,0.9938271604938271,0.000117203135921784,True
opentelemetry_demo,colocated,ND,6,1200,929,0,271,0,613,225,91,35,106,11,0.10377358490566038,119,45,0.37815126050420167,0.2743776755985413,1.012484073638916,80,80,0.9938271604938271,1.7968825671843547e-06,True
opentelemetry_demo,colocated,ND,7,1200,948,0,252,0,618,210,120,33,113,5,0.04424778761061947,97,51,0.5257731958762887,0.4815254082656692,1.0004961490631104,80,80,0.9938271604938271,5.0725254011396714e-05,True
opentelemetry_demo,colocated,ND,8,1200,931,0,269,0,588,200,143,38,119,10,0.08403361344537816,81,36,0.4444444444444444,0.36041083099906623,1.0025749206542969,80,80,0.9938271604938271,4.1425692121066504e-07,True
opentelemetry_demo,colocated,ND,9,1200,947,0,253,0,608,198,141,31,106,12,0.11320754716981132,92,41,0.44565217391304346,0.33244462674323216,1.0008740425109863,80,80,0.9938271604938271,5.862166140291336e-07,True
opentelemetry_demo,colocated,ND,10,1200,965,0,235,0,683,131,151,29,81,6,0.07407407407407407,50,27,0.54,0.46592592592592597,1.0014760494232178,80,80,0.9938271604938271,3.0675195815677014e-06,True
opentelemetry_demo,colocated,ND,11,1200,913,0,287,0,578,203,132,38,122,16,0.13114754098360656,81,40,0.49382716049382713,0.36267961951022054,1.0080468654632568,80,80,0.9938271604938271,1.7789927576616904e-06,True
opentelemetry_demo,colocated,ND,12,1200,944,0,256,0,693,152,99,31,86,14,0.16279069767441862,66,32,0.48484848484848486,0.32205778717406625,1.000326156616211,80,80,0.9938271604938271,8.939594133838824e-07,True
opentelemetry_demo,colocated,ND,13,1200,963,0,237,0,663,234,66,36,120,3,0.025,114,45,0.39473684210526316,0.36973684210526314,1.0002410411834717,80,80,0.9938271604938271,0.00011290985601142278,True
opentelemetry_demo,colocated,ND,14,1200,892,0,308,0,590,202,100,37,103,8,0.07766990291262135,99,47,0.47474747474747475,0.39707757183485337,1.0013248920440674,80,80,0.9938271604938271,2.62934311179297e-06,True
opentelemetry_demo,colocated,ND,15,1200,951,0,249,0,617,240,94,39,136,8,0.058823529411764705,104,59,0.5673076923076923,0.5084841628959276,1.0005698204040527,80,80,0.9938271604938271,0.0005950157963289238,True
opentelemetry_demo,colocated,ND,16,1200,900,0,300,0,555,248,97,43,146,10,0.0684931506849315,102,49,0.4803921568627451,0.4118990061778136,1.001335859298706,80,80,0.9938271604938271,1.8403548058820718e-06,True
opentelemetry_demo,colocated,ND,17,1200,964,0,236,0,698,177,89,31,110,12,0.10909090909090909,67,27,0.40298507462686567,0.2938941655359566,1.0015270709991455,80,80,0.9938271604938271,7.935334245257053e-08,True
opentelemetry_demo,colocated,ND,18,1200,933,0,267,0,634,215,84,36,127,24,0.1889763779527559,88,46,0.5227272727272727,0.3337508947745168,1.015213966369629,80,80,0.9938271604938271,1.0047910715682562e-06,True
opentelemetry_demo,colocated,ND,19,1200,949,0,251,0,638,221,90,37,127,9,0.07086614173228346,94,39,0.4148936170212766,0.34402747528899313,1.0008690357208252,80,80,0.9938271604938271,7.725137418646e-09,True
opentelemetry_demo,colocated,ND,20,1200,955,0,245,0,666,177,112,34,110,14,0.12727272727272726,67,28,0.417910447761194,0.29063772048846676,1.0065758228302002,80,80,0.9938271604938271,2.0806484357649424e-07,True
opentelemetry_demo,colocated,ND,21,1200,945,0,255,0,675,199,71,32,108,6,0.05555555555555555,91,43,0.4725274725274725,0.41697191697191693,1.0045599937438965,80,80,0.9938271604938271,0.00032724028895581014,True
opentelemetry_demo,colocated,ND,22,1200,974,0,226,0,695,206,73,35,113,7,0.061946902654867256,93,49,0.5268817204301075,0.46493481777524026,1.0006239414215088,80,80,0.9938271604938271,2.2255197863474407e-06,True
opentelemetry_demo,colocated,ND,23,1200,955,0,245,0,651,194,110,34,112,5,0.044642857142857144,82,41,0.5,0.45535714285714285,1.0101940631866455,80,80,0.9938271604938271,4.569294944367641e-05,True
opentelemetry_demo,colocated,ND,24,1200,925,0,275,0,632,200,93,35,121,7,0.05785123966942149,79,35,0.4430379746835443,0.3851867350141228,1.0021629333496094,80,80,0.9938271604938271,3.0517731689494454e-06,True
opentelemetry_demo,colocated,ND,25,1200,976,0,224,0,662,177,137,31,103,7,0.06796116504854369,74,32,0.43243243243243246,0.3644712673838888,1.0061750411987305,80,80,0.9938271604938271,4.1268820982764964e-07,True
opentelemetry_demo,colocated,ND,26,1200,916,0,284,0,631,216,69,39,111,9,0.08108108108108109,105,52,0.49523809523809526,0.41415701415701417,1.0003299713134766,80,80,0.9938271604938271,5.872455668409771e-07,True
opentelemetry_demo,colocated,ND,27,1200,956,0,244,0,665,185,106,33,117,20,0.17094017094017094,68,32,0.47058823529411764,0.2996480643539467,1.001384973526001,80,80,0.9938271604938271,4.5348605226536165e-07,True
opentelemetry_demo,colocated,ND,28,1200,955,0,245,0,694,169,92,33,104,10,0.09615384615384616,65,30,0.46153846153846156,0.3653846153846154,1.0035099983215332,80,80,0.9938271604938271,1.4393602355555757e-06,True
opentelemetry_demo,colocated,ND,29,1200,999,0,201,0,748,136,115,24,79,3,0.0379746835443038,57,24,0.42105263157894735,0.38307794803464357,1.0017540454864502,80,80,0.9938271604938271,0.0003539391564116867,True
opentelemetry_demo,split,N,0,1200,959,0,241,0,699,237,23,40,150,10,0.06666666666666667,87,49,0.5632183908045977,0.496551724137931,1.0015790462493896,80,80,0.9938271604938271,2.957791921831543e-06,True
opentelemetry_demo,split,N,1,1200,1008,0,192,0,805,188,15,31,98,7,0.07142857142857142,90,45,0.5,0.4285714285714286,1.0004150867462158,80,80,0.9938271604938271,4.452817120603747e-05,True
opentelemetry_demo,split,N,2,1200,990,0,210,0,759,207,24,37,115,8,0.06956521739130435,92,48,0.5217391304347826,0.45217391304347826,1.0003302097320557,80,80,0.9938271604938271,0.0001897366809883172,True
opentelemetry_demo,split,N,3,1200,932,0,268,0,685,216,31,36,115,10,0.08695652173913043,101,51,0.504950495049505,0.4179939733103745,1.0003228187561035,80,80,0.9938271604938271,5.791451621606214e-07,True
opentelemetry_demo,split,N,4,1200,1011,0,189,0,784,223,4,35,121,8,0.06611570247933884,102,60,0.5882352941176471,0.5221195916383082,1.00075101852417,80,80,0.9938271604938271,0.00015889118248213485,True
opentelemetry_demo,split,N,5,1200,971,0,229,0,744,196,31,35,109,7,0.06422018348623854,87,50,0.5747126436781609,0.5104924601919223,1.0003249645233154,80,80,0.9938271604938271,3.4896338464429633e-06,True
opentelemetry_demo,split,N,6,1200,998,0,202,0,734,255,9,39,152,12,0.07894736842105263,103,62,0.6019417475728155,0.5229943791517628,1.000736951828003,80,80,0.9938271604938271,0.0003771262693149646,True
opentelemetry_demo,split,N,7,1200,967,0,233,0,672,284,11,39,140,4,0.02857142857142857,144,61,0.4236111111111111,0.3950396825396825,1.0022358894348145,80,80,0.9938271604938271,0.001054991072044431,True
opentelemetry_demo,split,N,8,1200,948,0,252,0,698,235,15,42,141,11,0.07801418439716312,94,41,0.43617021276595747,0.35815602836879434,1.0003678798675537,80,80,0.9938271604938271,3.3325829262853546e-07,True
opentelemetry_demo,split,N,9,1200,965,0,235,0,686,256,23,40,140,11,0.07857142857142857,116,49,0.4224137931034483,0.3438423645320197,1.0013480186462402,80,80,0.9938271604938271,1.5388888048306626e-06,True
opentelemetry_demo,split,N,10,1200,965,0,235,0,746,195,24,40,121,16,0.1322314049586777,74,46,0.6216216216216216,0.4893902166629439,1.0010550022125244,80,80,0.9938271604938271,5.522404057378694e-07,True
opentelemetry_demo,split,N,11,1200,961,0,239,0,738,215,8,37,112,12,0.10714285714285714,103,58,0.5631067961165048,0.4559639389736477,1.0010631084442139,80,80,0.9938271604938271,9.02210417819127e-07,True
opentelemetry_demo,split,N,12,1200,1005,0,195,0,798,187,20,32,106,11,0.10377358490566038,81,36,0.4444444444444444,0.34067085953878407,1.000643014907837,80,80,0.9938271604938271,1.6363345689551778e-07,True
opentelemetry_demo,split,N,13,1200,987,0,213,0,739,234,14,37,116,7,0.0603448275862069,118,43,0.3644067796610169,0.30406195207481,1.0007009506225586,80,80,0.9938271604938271,3.255855239858718e-07,True
opentelemetry_demo,split,N,14,1200,1006,0,194,0,741,258,7,40,151,4,0.026490066225165563,107,59,0.5514018691588785,0.5249118029337129,1.0036749839782715,80,80,0.9938271604938271,0.0010620882373231222,True
opentelemetry_demo,split,N,15,1200,961,0,239,0,704,240,17,39,131,5,0.03816793893129771,109,44,0.4036697247706422,0.3655017858393445,1.0003650188446045,80,80,0.9938271604938271,0.00039007513412603334,True
opentelemetry_demo,split,N,16,1200,1009,0,191,0,795,196,18,33,113,8,0.07079646017699115,83,45,0.5421686746987951,0.471372214521804,1.0008020401000977,80,80,0.9938271604938271,9.343232421343828e-05,True
opentelemetry_demo,split,N,17,1200,945,0,255,0,708,218,19,40,120,12,0.1,98,36,0.3673469387755102,0.2673469387755102,1.0003750324249268,80,80,0.9938271604938271,3.900706369019957e-08,True
opentelemetry_demo,split,N,18,1200,972,0,228,0,728,223,21,40,127,6,0.047244094488188976,96,42,0.4375,0.390255905511811,1.0004220008850098,80,80,0.9938271604938271,2.2845034661767016e-06,True
opentelemetry_demo,split,N,19,1200,991,0,209,0,730,242,19,38,133,6,0.045112781954887216,109,51,0.46788990825688076,0.42277712630199354,1.0255639553070068,80,80,0.9938271604938271,0.0009606684008394151,True
opentelemetry_demo,split,N,20,1200,1028,0,172,0,822,194,12,33,123,11,0.08943089430894309,71,48,0.676056338028169,0.5866254437192259,1.0004019737243652,80,80,0.9938271604938271,0.000776097640467599,True
opentelemetry_demo,split,N,21,1200,1003,0,197,0,741,247,15,35,114,7,0.06140350877192982,133,70,0.5263157894736842,0.4649122807017544,1.0005109310150146,80,80,0.9938271604938271,0.0008143048389960272,True
opentelemetry_demo,split,N,22,1200,997,0,203,0,756,226,15,36,131,11,0.08396946564885496,95,40,0.42105263157894735,0.33708316593009235,1.005763053894043,80,80,0.9938271604938271,3.566562059020839e-07,True
opentelemetry_demo,split,N,23,1200,1032,0,168,0,849,165,18,29,90,9,0.1,75,35,0.4666666666666667,0.3666666666666667,1.0005731582641602,80,80,0.9938271604938271,2.9429670012071085e-07,True
opentelemetry_demo,split,N,24,1200,957,0,243,0,707,235,15,43,133,8,0.06015037593984962,102,47,0.46078431372549017,0.40063393778564055,1.0013010501861572,80,80,0.9938271604938271,9.998634252772476e-07,True
opentelemetry_demo,split,N,25,1200,973,0,227,0,713,241,19,40,123,7,0.056910569105691054,118,50,0.423728813559322,0.366818244453631,1.0017199516296387,80,80,0.9938271604938271,9.5021846158172e-07,True
opentelemetry_demo,split,N,26,1200,966,0,234,0,719,224,23,38,121,6,0.049586776859504134,103,48,0.46601941747572817,0.41643264061622404,1.001338005065918,80,80,0.9938271604938271,1.8049376153683738e-06,True
opentelemetry_demo,split,N,27,1200,973,0,227,0,733,236,4,35,129,2,0.015503875968992248,107,50,0.4672897196261682,0.451785843657176,1.000356912612915,80,80,0.9938271604938271,0.0008215767395373108,True
opentelemetry_demo,split,N,28,1200,1027,0,173,0,832,191,4,32,114,17,0.14912280701754385,77,41,0.5324675324675324,0.38334472544998854,1.0010530948638916,80,79,0.9814814814814815,1.197192536439573e-06,True
opentelemetry_demo,split,N,29,1200,983,0,217,0,765,208,10,33,101,7,0.06930693069306931,107,47,0.4392523364485981,0.3699454057555288,1.0007209777832031,80,80,0.9938271604938271,0.0001764074321792819,True
opentelemetry_demo,split,ND,0,1200,921,0,279,0,564,302,55,43,143,7,0.04895104895104895,159,69,0.4339622641509434,0.38501121519989445,1.0004429817199707,80,80,0.9938271604938271,2.1671404208944978e-05,True
opentelemetry_demo,split,ND,1,1200,935,0,265,0,655,242,38,39,116,10,0.08620689655172414,126,52,0.4126984126984127,0.32649151614668853,1.0008430480957031,80,80,0.9938271604938271,7.389314463313035e-06,True
opentelemetry_demo,split,ND,2,1200,899,0,301,0,575,273,51,45,149,18,0.12080536912751678,124,64,0.5161290322580645,0.39532366313054773,1.0040700435638428,80,80,0.9938271604938271,5.312315917938015e-06,True
opentelemetry_demo,split,ND,3,1200,882,0,318,0,493,370,19,55,182,17,0.09340659340659341,188,72,0.3829787234042553,0.2895721299976619,1.0155839920043945,80,80,0.9938271604938271,2.547153031939864e-06,True
opentelemetry_demo,split,ND,4,1200,972,0,228,0,676,264,32,39,126,6,0.047619047619047616,138,52,0.37681159420289856,0.32919254658385094,1.0010018348693848,80,80,0.9938271604938271,1.5162288508063781e-06,True
opentelemetry_demo,split,ND,5,1200,918,0,282,0,605,270,43,44,129,7,0.05426356589147287,141,55,0.3900709219858156,0.33580735609434276,1.0003180503845215,80,80,0.9938271604938271,8.412432337623343e-06,True
opentelemetry_demo,split,ND,6,1200,915,0,285,0,548,323,44,50,187,17,0.09090909090909091,136,53,0.3897058823529412,0.2987967914438503,1.000797986984253,80,80,0.9938271604938271,6.935534871743698e-06,True
opentelemetry_demo,split,ND,7,1200,906,0,294,0,533,351,22,47,177,14,0.07909604519774012,174,65,0.3735632183908046,0.2944671731930645,1.003350019454956,80,80,0.9938271604938271,1.2102333957764166e-05,True
opentelemetry_demo,split,ND,8,1200,941,0,259,0,616,273,52,40,125,8,0.064,148,52,0.35135135135135137,0.28735135135135137,1.0025980472564697,80,80,0.9938271604938271,4.064393579472636e-06,True
opentelemetry_demo,split,ND,9,1200,923,0,277,0,634,239,50,38,111,9,0.08108108108108109,128,49,0.3828125,0.3017314189189189,1.0007450580596924,80,80,0.9938271604938271,2.710725431231964e-06,True
opentelemetry_demo,split,ND,10,1200,910,0,290,0,571,298,41,46,150,8,0.05333333333333334,148,52,0.35135135135135137,0.298018018018018,1.003000020980835,80,80,0.9938271604938271,3.551930931822156e-06,True
opentelemetry_demo,split,ND,11,1200,947,0,253,0,623,273,51,38,122,6,0.04918032786885246,151,59,0.39072847682119205,0.3415481489523396,1.0079271793365479,80,80,0.9938271604938271,6.003164308543418e-06,True
opentelemetry_demo,split,ND,12,1200,892,0,308,0,501,345,46,55,171,12,0.07017543859649122,174,76,0.4367816091954023,0.3666061705989111,1.0056707859039307,80,80,0.9938271604938271,5.934759548575919e-06,True
opentelemetry_demo,split,ND,13,1200,881,0,319,0,498,337,46,53,163,14,0.08588957055214724,174,63,0.3620689655172414,0.27617939496509414,1.004094123840332,80,80,0.9938271604938271,2.4095092365783444e-06,True
opentelemetry_demo,split,ND,14,1200,954,0,246,0,660,270,24,46,151,10,0.06622516556291391,119,48,0.40336134453781514,0.3371361789749012,1.000765085220337,80,80,0.9938271604938271,2.6763364613380247e-07,True
opentelemetry_demo,split,ND,15,1200,939,0,261,0,593,317,29,45,148,10,0.06756756756756757,169,60,0.35502958579881655,0.28746201823124895,1.0004029273986816,80,80,0.9938271604938271,2.3118953181855417e-06,True
opentelemetry_demo,split,ND,16,1200,913,0,287,0,587,274,52,43,136,7,0.051470588235294115,138,51,0.3695652173913043,0.3180946291560102,1.0046229362487793,80,80,0.9938271604938271,9.299411992680362e-07,True
