profile,placement,failure_law,repetition,period,request_id,trace_id,trace_header,scheduled_offset_seconds,started_at,completed_at,operation,branch_class,status_code,immediate_success,semantic_success,semantic_rule,semantic_reason,timed_out,latency_ms,response_bytes,response_sha256,error
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000000,fe4d288ee85173a8,uber-trace-id,0.0,2026-09-08T08:40:30.077912+00:00,2026-09-08T08:40:30.081629+00:00,read_home_timeline,complete_read_home_timeline,200,true,true,whole_operation_contract_v1,,false,3.7171900000032565,230,616f45c2ec86955f9a8c73ae8140daa152c562590d36249e2bf7df5d20a0d4bc,
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000001,e82017cef52a9ecd,uber-trace-id,0.25,2026-09-08T08:40:30.327635+00:00,2026-09-08T08:40:30.331649+00:00,read_user_timeline,complete_read_user_timeline,200,true,true,whole_operation_contract_v1,,false,4.01391700000886,230,616f45c2ec86955f9a8c73ae8140daa152c562590d36249e2bf7df5d20a0d4bc,
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000002,d43e97cad28d96e8,uber-trace-id,0.5,2026-09-08T08:40:30.577666+00:00,2026-09-08T08:40:30.581853+00:00,compose_post,text_only,200,true,true,whole_operation_contract_v1,,false,4.187301000001753,25,08e60fbff5ab682e67e5cbbf4ad40bb1c876e7eddc85047f4e35f52d8a95d07f,
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000003,f55ecf665d257b9a,uber-trace-id,0.75,2026-09-08T08:40:30.827661+00:00,2026-09-08T08:40:30.831201+00:00,read_user_timeline,complete_read_user_timeline,200,true,true,whole_operation_contract_v1,,false,3.5391060000051766,459,7c2500c058b966623a6740ff7ced222b5f0de210d49a4f140f93f5009f3fe82d,
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000004,f494171f15610ca9,uber-trace-id,1.0,2026-09-08T08:40:31.077651+00:00,2026-09-08T08:40:31.083472+00:00,compose_post,text_only,200,true,true,whole_operation_contract_v1,,false,5.821613000023262,25,08e60fbff5ab682e67e5cbbf4ad40bb1c876e7eddc85047f4e35f52d8a95d07f,
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000005,b1042d4dc805ac33,uber-trace-id,1.25,2026-09-08T08:40:31.327613+00:00,2026-09-08T08:40:31.332014+00:00,read_user_timeline,complete_read_user_timeline,200,true,true,whole_operation_contract_v1,,false,4.4012930000008055,688,c0107c1d49f29178d4224655816b2d3cec258a98da3dbe310278c9af270be893,
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000006,64337ea98ab9307f,uber-trace-id,1.5,2026-09-08T08:40:31.577687+00:00,2026-09-08T08:40:31.582896+00:00,compose_post,text_only,200,true,true,whole_operation_contract_v1,,false,5.209747999998626,25,08e60fbff5ab682e67e5cbbf4ad40bb1c876e7eddc85047f4e35f52d8a95d07f,
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000007,cd851bce4f01b2ca,uber-trace-id,1.75,2026-09-08T08:40:31.827775+00:00,2026-09-08T08:40:31.835224+00:00,read_home_timeline,complete_read_home_timeline,200,true,true,whole_operation_contract_v1,,false,7.449081000004298,917,2200e5f621f65447c750a4eed554de126ceead96610f6e42b3c4ed1e71b430e2,
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000008,961c906fedebab1f,uber-trace-id,2.0,2026-09-08T08:40:32.077610+00:00,2026-09-08T08:40:32.080699+00:00,read_home_timeline,complete_read_home_timeline,200,true,true,whole_operation_contract_v1,,false,3.089109999990569,917,2200e5f621f65447c750a4eed554de126ceead96610f6e42b3c4ed1e71b430e2,
deathstarbench_social_network,colocated,N,0,baseline,ten-contract-qualification-34205650183-deathstarbench_social_network-colocated-N-r0-baseline-000009,93c1580046992783,uber-trace-id,2.25,2026-09-08T08:40:32.327604+00:00,2026-09-08T08:40:32.331452+00:00,read_home_timeline,complete_read_home_timeline,200,true,true,whole_operation_contract_v1,,false,3.847726000003604,917,2200e5f621f65447c750a4eed554de126ceead96610f6e42b3c4ed1e71b430e2,
